user_id,session_id,event_type,timestamp,page,element,element_text,conversion_type,value,device,os,scroll_depth_pct,category
user_0139,sess_c6949633f3fa,page_view,2026-03-15T03:00:36.078559+00:00,/home,,,,,tablet,iOS,,
user_0139,sess_c6949633f3fa,page_view,2026-03-15T03:01:43.078559+00:00,/category/women,,,,,tablet,iOS,,women
user_0139,sess_c6949633f3fa,page_view,2026-03-15T03:01:55.078559+00:00,/product/product_2,,,,,tablet,iOS,,shoes
user_0139,sess_c6949633f3fa,page_view,2026-03-15T03:02:59.078559+00:00,/category/men,,,,,tablet,iOS,,men
user_0139,sess_c6949633f3fa,page_view,2026-03-15T03:04:25.078559+00:00,/product/product_28,,,,,tablet,iOS,,shoes
user_0139,sess_c6949633f3fa,page_view,2026-03-15T03:04:32.078559+00:00,/product/product_17,,,,,tablet,iOS,,shoes
user_0139,sess_c6949633f3fa,page_view,2026-03-15T03:05:37.078559+00:00,/category/women,,,,,tablet,iOS,,women
user_0139,sess_c6949633f3fa,page_view,2026-03-15T03:05:54.078559+00:00,/product/product_35,,,,,tablet,iOS,,women
user_0139,sess_c6949633f3fa,add_to_cart,2026-03-15T03:07:48.078559+00:00,/cart,btn_add_cart,장바구니 담기,add_to_cart,,tablet,iOS,,
user_0139,sess_c6949633f3fa,page_view,2026-03-15T03:09:43.078559+00:00,/product/product_14,,,,,tablet,iOS,,men
user_0139,sess_c6949633f3fa,page_view,2026-03-15T03:10:46.078559+00:00,/category/shoes,,,,,tablet,iOS,,shoes
user_0139,sess_c6949633f3fa,page_view,2026-03-15T03:12:46.078559+00:00,/product/product_11,,,,,tablet,iOS,,women
user_0139,sess_c6949633f3fa,page_view,2026-03-15T03:14:30.078559+00:00,/category/shoes,,,,,tablet,iOS,,shoes
user_0139,sess_c6949633f3fa,scroll,2026-03-15T03:16:22.078559+00:00,/category/shoes,,,,,tablet,iOS,74.4,shoes
user_0091,sess_3cf30e26f1e4,page_view,2026-03-15T04:09:05.078559+00:00,/home,,,,,desktop,Windows,,
user_0091,sess_3cf30e26f1e4,click,2026-03-15T04:10:22.078559+00:00,/product/product_10,img_product,상세보기,,,desktop,Windows,,men
user_0091,sess_3cf30e26f1e4,add_to_cart,2026-03-15T04:10:57.078559+00:00,/cart,btn_add_cart,장바구니 담기,add_to_cart,,desktop,Windows,,
user_0091,sess_3cf30e26f1e4,coupon_apply,2026-03-15T04:12:00.078559+00:00,/cart,btn_coupon,쿠폰 적용,,,desktop,Windows,,
user_0091,sess_3cf30e26f1e4,page_view,2026-03-15T04:13:14.078559+00:00,/product/product_29,,,,,desktop,Windows,,shoes
user_0091,sess_3cf30e26f1e4,click,2026-03-15T04:14:26.078559+00:00,/product/product_2,btn_buy,구매하기,,,desktop,Windows,,women
user_0091,sess_3cf30e26f1e4,wishlist,2026-03-15T04:16:04.078559+00:00,/product/product_2,btn_wishlist,찜하기,wishlist,,desktop,Windows,,women
user_0091,sess_3cf30e26f1e4,wishlist,2026-03-15T04:16:08.078559+00:00,/product/product_2,btn_wishlist,찜하기,wishlist,,desktop,Windows,,men
user_0042,sess_261c8b316fa3,page_view,2026-03-15T04:28:22.078559+00:00,/home,,,,,mobile,Android,,
user_0042,sess_261c8b316fa3,page_view,2026-03-15T04:29:16.078559+00:00,/category/shoes,,,,,mobile,Android,,shoes
user_0042,sess_261c8b316fa3,page_view,2026-03-15T04:30:27.078559+00:00,/product/product_32,,,,,mobile,Android,,men
user_0042,sess_261c8b316fa3,page_view,2026-03-15T04:30:51.078559+00:00,/category/men,,,,,mobile,Android,,men
user_0042,sess_261c8b316fa3,page_view,2026-03-15T04:32:12.078559+00:00,/product/product_4,,,,,mobile,Android,,shoes
user_0042,sess_261c8b316fa3,page_view,2026-03-15T04:34:10.078559+00:00,/category/women,,,,,mobile,Android,,women
user_0042,sess_261c8b316fa3,page_view,2026-03-15T04:34:14.078559+00:00,/product/product_44,,,,,mobile,Android,,men
user_0042,sess_261c8b316fa3,page_view,2026-03-15T04:35:16.078559+00:00,/product/product_27,,,,,mobile,Android,,men
user_0042,sess_261c8b316fa3,add_to_cart,2026-03-15T04:36:58.078559+00:00,/cart,btn_add_cart,장바구니 담기,add_to_cart,,mobile,Android,,
user_0042,sess_261c8b316fa3,page_view,2026-03-15T04:37:57.078559+00:00,/checkout,,,,,mobile,Android,,
user_0042,sess_261c8b316fa3,page_view,2026-03-15T04:39:08.078559+00:00,/cart,,,,,mobile,Android,,
user_0042,sess_261c8b316fa3,page_view,2026-03-15T04:39:30.078559+00:00,/product/product_20,,,,,mobile,Android,,men
user_0042,sess_261c8b316fa3,scroll,2026-03-15T04:40:30.078559+00:00,/product/product_20,,,,,mobile,Android,63.2,men
user_0182,sess_cc7f542efcb6,page_view,2026-03-15T06:21:08.078559+00:00,/home,,,,,mobile,Windows,,
user_0182,sess_cc7f542efcb6,click,2026-03-15T06:22:07.078559+00:00,/product/product_50,link_category,상세보기,,,mobile,Windows,,shoes
user_0182,sess_cc7f542efcb6,add_to_cart,2026-03-15T06:22:28.078559+00:00,/cart,btn_add_cart,장바구니 담기,add_to_cart,,mobile,Windows,,
user_0182,sess_cc7f542efcb6,coupon_apply,2026-03-15T06:22:40.078559+00:00,/cart,btn_coupon,쿠폰 적용,,,mobile,Windows,,
user_0182,sess_cc7f542efcb6,page_view,2026-03-15T06:23:27.078559+00:00,/product/product_28,,,,,mobile,Windows,,shoes
user_0182,sess_cc7f542efcb6,click,2026-03-15T06:24:03.078559+00:00,/product/product_44,btn_buy,카테고리,,,mobile,Windows,,women
user_0182,sess_cc7f542efcb6,click,2026-03-15T06:24:55.078559+00:00,/product/product_40,img_product,상세보기,,,mobile,Windows,,shoes
user_0182,sess_cc7f542efcb6,add_to_cart,2026-03-15T06:25:41.078559+00:00,/cart,btn_add_cart,장바구니 담기,add_to_cart,,mobile,Windows,,
